,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,2.896803251140376e-15,1.756985978835911e-16,1.7496078290799346e-15,1.1003989101594234e-15,2.0893234560904243e-16,-1.8110703523995914e-15,1.828436743538473e-15,-1.4552104076914261e-15,-2.5744479446410614e-15,-1.6142726253808096e-15,1.000000000000001,7.309316139593409e-16,-8.264283042380974e-16,3.841838467582945e-15,2.9540236972688393e-16,-1.9128389249104386e-15,1.496303304025224e-16,-9.347354587130731e-16,1.2630298289681186e-15,-3.314300076463056e-18,-9.57005982836262e-16,1.8478148134195884e-15,1.6515029084464572e-15,-1.1847090230627438e-15,1.6868301624876786e-15,1.3099297646489455e-15,-3.67617461125884e-16,-6.100658579370444e-16,2.663588576987416e-15,8.990532141610737e-16,4.688807791609543e-16,-2.806704774840198e-15,-1.4006572832545088e-15,8.595956181058156e-16,-1.9365719945776627e-15,-9.516695209776367e-16,-4.483340953011546e-16,-3.379642996955896e-16,1.2246939954041228e-15,-6.989684908606614e-16,1.1412836555532217e-15,-2.8847138005598092e-15,2.472469772695571e-15,-4.811437866591684e-16,3.1103370951083827e-16,-4.569122374191929e-16,-1.632730342880701e-15,-4.741579717488931e-15,-3.3306690738754696e-16,3.885780586188048e-16
11,-4.263449209605167e-15,-2.4038653784358097e-15,-3.7868579543724995e-15,-3.2504319714113316e-15,-3.1871538783743587e-15,-2.8689493308803675e-15,-9.534485125785727e-16,-2.8125962977348106e-15,-3.867337968484341e-15,-2.2487530679595864e-15,-2.441825157379005e-15,0.9999999999999963,7.464164892340675e-16,-2.5738048757562755e-15,-3.3562971394717218e-15,-2.5596851114589502e-15,-4.177821827634044e-15,-2.2863657739820556e-15,-2.6694366833762127e-15,-2.620670218179652e-15,-1.0122822416210598e-15,-5.431089250967233e-15,-2.841260615440241e-15,-3.931600795232868e-16,-3.7639029602505735e-15,-1.1569513121092586e-15,-1.902437795582164e-15,-8.088831395531484e-16,-3.330591856788932e-15,-3.712717475331526e-15,-1.8872942649468643e-15,1.8013924035505855e-15,-2.046114399471588e-15,-1.9342923936602042e-15,-4.089618543891357e-15,-1.1757690500428671e-17,-1.8223726927142873e-15,-1.3756436484819631e-15,-3.0551637924794615e-15,-1.892377278967343e-15,-1.7752762845838339e-15,1.7092552632930335e-15,-6.3745247352068054e-15,-2.5511773199731368e-15,-6.871992739685549e-15,-5.516992604948113e-17,-4.559824621061189e-15,-3.51073843610909e-15,-1.3322676295501878e-15,-5.551115123125783e-15
12,1.9339529847898522e-15,4.722230959591015e-16,8.472013339118286e-16,3.423970156317841e-15,6.892906346964748e-16,-1.90613490292603e-15,5.924784865812909e-16,1.4495084387933278e-15,1.1873306048929401e-15,2.295783304589411e-15,5.534198348882147e-16,6.750611854825086e-16,1.0000000000000042,3.1081099116514006e-15,1.0164055783287963e-15,5.125267359401755e-16,1.3869711781614529e-15,3.2091345107342853e-15,1.0479046753768646e-15,7.4887187079048215e-16,3.099576791051352e-15,3.890066170545624e-15,3.470837312663117e-16,8.597327760153e-16,-4.203992923266519e-18,3.4825909347721074e-15,7.126809886353834e-16,-1.0368746751761647e-17,7.61948037048393e-16,1.69691374793211e-16,1.5083398978845095e-15,4.75385705567174e-16,1.998115862804958e-15,3.881779495256304e-16,-8.906804750545326e-16,-4.342015417345053e-17,1.3167819529792952e-15,9.695324627190998e-16,-8.294496026815015e-16,2.0808927864076005e-15,6.400604949553886e-16,6.909013563625796e-16,2.1002678200046627e-15,-4.47243706566433e-16,1.3276207550650666e-15,1.6657826038239785e-15,-1.152928293666197e-15,5.747303064275328e-16,2.1094237467877974e-15,-2.220446049250313e-16
13,-6.840081779611016e-16,1.2685090859713835e-15,-1.5652814226390113e-15,-1.808299137875294e-15,1.7349199252269342e-15,-3.0292771537551123e-15,-1.6081845014265e-15,1.2616670656848894e-15,4.036078352568806e-16,4.914914789815042e-16,-4.832662824564612e-17,7.212238650367823e-16,-5.5772755114859305e-15,0.9999999999999976,1.0975519677303504e-15,-3.424777635035397e-15,2.98141124658223e-15,-1.5312616904936873e-15,-2.5555903175288507e-15,-1.0377284111237285e-17,-4.2016198132762276e-15,1.4417393496789693e-16,-1.346704481704236e-16,7.98389292745446e-16,-1.1639794774131181e-15,-9.064996626120957e-16,-1.235537194699438e-15,-1.5836508570633208e-15,-1.9633053947622712e-15,1.5364388286276305e-15,4.729026706342714e-16,-2.9605292627526056e-15,-1.7510772741958738e-16,7.431768231071905e-16,-5.656882934664619e-16,5.271906203957213e-16,-2.2284195308468107e-15,-5.666669859499208e-16,6.925258288102968e-16,2.4124064883917346e-15,-2.392316612286448e-15,-4.201255801071123e-15,-8.5642857225377e-16,2.809125738381634e-16,3.3802687278447218e-15,-2.9828859035195915e-15,1.3545461032861993e-15,4.716448474144035e-16,-1.9984014443252818e-15,5.329070518200751e-15
14,1.464265216865464e-15,2.480784133790732e-16,5.275813676672341e-16,-2.83864292295845e-15,-1.1573146648674915e-15,1.9258581598689785e-15,2.654784547817819e-16,3.03006842908139e-15,-1.1015701699358146e-15,-1.7941343930188013e-15,-1.392436206720385e-15,-6.014840300420878e-16,-1.955488378112248e-15,-3.500054500472528e-15,0.999999999999999,-3.6201427650186954e-16,2.611434934566898e-16,1.1730330246622649e-15,-2.791624520528746e-15,-6.525547786825497e-16,1.7646666541647138e-15,-1.1036738003672707e-15,1.977178800207047e-15,4.997372613734718e-16,-1.2489084064110717e-15,-1.7306198426713894e-15,9.994076650879316e-16,8.126497889807853e-16,-3.2332459376950003e-15,1.8917269730502145e-15,-1.5459110697798152e-15,1.165194260652839e-15,2.0484019200158182e-15,-1.2325672168384446e-15,3.0858428916032595e-15,1.3028483987450848e-15,8.961370824421948e-16,2.8573093266785158e-15,-2.246926858375038e-15,1.0986815713898882e-15,-3.8553881988912655e-15,1.3603618497987897e-15,1.5664667352148555e-15,2.550214138446776e-15,1.194400997856455e-15,1.733306190471311e-15,2.6062009037851004e-15,-1.4265839995380845e-15,7.216449660063518e-16,1.7069679003611782e-15
15,2.5320284866857765e-15,4.06248066332439e-16,2.407556416009266e-15,-1.7142527025082599e-15,1.6190531204511004e-15,3.1647094004621098e-15,1.1020738070323988e-16,2.4307682584162605e-15,1.7243131962072266e-15,-2.3770469534755736e-16,-2.7602850632769145e-16,2.2239049376325756e-16,-2.8306476389786543e-15,-3.787970629941376e-15,-4.538754933932547e-16,1.000000000000001,-1.7274271599276863e-16,-2.381655301647449e-15,-1.9325207006716764e-16,-2.0622042169000227e-15,2.1374575512380195e-16,-2.5670853068792707e-15,2.0229912853493127e-15,3.398408703481625e-16,1.3434814359253902e-16,-4.3186098903587355e-15,1.3751234450424471e-15,4.581722447210117e-16,-5.930687288165922e-16,3.317082994922261e-15,-1.5143163000161574e-15,-5.46535244856402e-16,-5.255492414615203e-16,2.2406533431378276e-15,2.9313257726587912e-15,4.06057907545528e-15,9.613785496125712e-16,2.7526776269954836e-15,2.1297558840527434e-15,7.292561351345529e-16,-1.2095150048421356e-15,1.7243895865882039e-15,-7.039799777115531e-16,1.0032277688638598e-15,7.909651003431869e-16,2.617793221294889e-15,6.34549633561334e-16,-9.81974236338334e-17,-1.1102230246251565e-16,2.1094237467877974e-15
16,-1.1964641619015868e-15,-1.753099444561881e-15,-1.4717755764557596e-15,-2.0392405967638254e-15,-1.075730570235141e-15,-4.994655541922445e-16,-1.9706701454459353e-15,-1.202653110078035e-15,-3.4687693096494104e-15,-2.1517902989982146e-15,-1.0779324199549593e-15,-3.4556555781710053e-15,-2.9366726240513947e-15,-2.8652817740997673e-15,-1.3108316022763983e-15,-9.318713614292452e-16,0.9999999999999979,-2.0855068449106734e-15,-1.4571658772849016e-15,-5.181299165614117e-16,-9.982473999618811e-16,-2.6541684129652388e-15,-2.5166538217484862e-15,-1.5331619090344984e-16,-3.0290115835830303e-15,-1.842725990043966e-15,-4.622817599747373e-15,-1.1962441838599484e-15,-2.586024246334961e-15,-6.865039377477103e-16,-1.32024424933138e-15,-1.4335048766358775e-15,-2.1212731443020775e-15,-2.8055676115651355e-15,-1.943831021224953e-15,-2.260840233297224e-15,9.003063484671909e-17,-1.3979091868977461e-15,-1.5469768743569643e-15,-5.418431675780152e-16,-2.0678281937834517e-15,-6.575707267089709e-16,-3.391272052345367e-15,-6.748846040049675e-16,-1.4363723010996955e-15,-9.33682978699656e-16,-2.9226185037202464e-15,-1.5079495275483935e-15,-2.220446049250313e-16,-1.7486012637846216e-15
17,-1.3341753065494719e-15,1.3384082072275019e-17,-2.7222402367449755e-15,-1.661526186620731e-16,-1.3981645821263333e-15,-3.184146265174648e-15,-1.040670344713688e-15,-2.917824339991073e-15,-3.578700062876195e-15,-1.4880144762579936e-15,-5.54727531844546e-16,-8.953053710704558e-16,-2.6682897159216205e-15,1.3253741788137667e-15,-9.532321938810674e-16,-4.940312114710531e-16,9.518528544500756e-17,0.9999999999999992,7.154600009649187e-18,2.6511722051308806e-16,-4.1724583510982e-15,1.3467761052746454e-15,5.482626797082127e-16,-1.944203922216465e-15,4.691554792520244e-16,1.9779255317323013e-15,-3.754152523752595e-16,-1.1825407981813257e-15,1.0954786245458367e-15,-2.1299062992052994e-15,-1.3572095339597949e-15,-4.496518239234984e-15,-3.553020855167093e-15,-5.632836075738414e-17,-2.1714867530200557e-16,-3.811491032394263e-15,-2.9462491721962466e-15,-2.6182956353233753e-15,-1.202179306112605e-15,-2.101310948943865e-15,8.118247986301959e-16,-5.800406806994431e-15,1.3521401133798512e-15,1.029248513429677e-15,-1.5253199630523118e-16,-3.607062643549479e-15,4.2524829426506663e-16,-2.5348867946087816e-15,-1.4432899320127035e-15,2.220446049250313e-15
18,3.892681154936207e-16,4.37034933931376e-16,2.998880970029333e-15,2.801239060873929e-15,1.788987625307454e-15,3.295240329220723e-16,2.0874030506705963e-15,3.830145038032399e-16,3.1375898804194904e-15,2.9078955144182464e-15,2.4186819361125977e-15,1.9168937693314964e-15,8.441980924086434e-16,2.672129494244505e-15,3.862128692649578e-15,-3.0579345464176276e-15,3.1979212975724556e-15,1.6232554360713809e-15,1.0000000000000033,1.5170330956300446e-15,6.846888145736861e-16,1.7282039862557558e-15,1.301762051515393e-15,6.667292812566716e-16,3.722772742380015e-15,2.2748741483105856e-15,2.2282250048413905e-15,-3.8216756595792923e-16,3.3932335897740835e-15,1.9563292441905634e-15,4.9461034836026116e-15,1.165318776993537e-15,5.639365148758198e-16,1.596443814358898e-15,-1.9362282975828953e-15,-2.3041616212452367e-15,3.907727225887332e-16,-8.013339395248959e-16,1.759755735702296e-15,9.712964815183782e-16,2.374202664368321e-15,-1.0227359682561903e-16,1.722390878533183e-15,-1.1532406076160971e-15,1.9441773986820245e-15,6.165906966246655e-16,3.1074419481595184e-15,4.951822164937177e-16,-1.6653345369377348e-16,4.163336342344337e-16
19,-2.1472047176885845e-15,-3.618364815037528e-15,-3.981632295493343e-15,-2.300981630294714e-15,-3.923672900093588e-15,-2.2375037179820046e-15,-2.2458454800262663e-15,-4.644115757067846e-15,-4.36682953243081e-15,-3.966885516060269e-15,-1.8866266430487713e-15,-3.731289272734198e-15,-3.69650779657697e-15,3.4296077547681634e-16,-3.717814162277458e-15,-1.020972065339708e-15,-3.097352107875345e-15,-3.3177107214773368e-15,-2.585630981164442e-15,0.9999999999999997,-1.843373427906254e-15,-3.880709202874137e-15,-3.157735278744316e-15,-5.869813891050386e-15,-1.4640287370446067e-15,-1.786449657857899e-15,-3.756720334703466e-15,-1.7853802972765636e-15,-8.854958170225795e-16,-3.2766160872538315e-15,-2.0962396048793177e-15,-3.940018587826417e-15,-2.446813776987515e-15,-3.3734866724790693e-15,-3.1796219838080815e-15,-3.392864068362843e-15,-1.424652028678466e-15,-5.0400361340168226e-15,-1.4141868623659256e-15,-4.239661187365987e-15,-1.6625305202340725e-15,-3.8221410639604226e-15,-2.306851194462216e-15,-3.913096033861289e-15,-5.399851723958282e-15,-4.290671348169615e-15,-3.3393044022223703e-15,-4.5494366215731526e-15,-3.6637359812630166e-15,-3.1086244689504383e-15
20,7.109724329539518e-15,2.7244604486924497e-15,8.723531101089213e-15,3.997546396661078e-15,4.626580721605466e-15,4.058254902449789e-15,4.776537495055329e-15,6.1884343731255184e-15,3.3691525422128166e-15,3.673413049187701e-15,3.474645548382362e-15,3.8578565502182295e-15,7.0687725445553596e-15,3.659083008102657e-15,3.0319664132588003e-15,3.271313720199957e-15,6.062451220006303e-15,6.674315153618648e-15,3.838527757797235e-15,2.0971353214637823e-15,1.000000000000007,7.493771739551988e-15,4.7832191188485556e-15,4.603224915195265e-15,3.870241142097937e-15,3.6658677211762186e-15,4.5598103077308276e-15,3.1372388361508927e-15,3.3696988172994145e-15,7.564759560172729e-15,3.6733964738438864e-15,6.124652636134898e-15,7.52555509945856e-15,3.3455140242522962e-15,4.8302656555391725e-15,5.003958062292486e-15,4.6985206643584505e-15,6.578364310114756e-15,3.0080633023882567e-15,4.291413886836588e-15,1.6961378084076724e-15,5.237860390528731e-15,7.759936245397843e-15,3.5606411622369555e-15,6.897053599056792e-15,8.560695875512654e-15,2.4724994945168128e-15,2.415104841624355e-15,4.3298697960381105e-15,5.10702591327572e-15
21,4.923238109979861e-15,2.173681551937945e-15,5.755032631513304e-15,1.348005851374601e-15,3.4292431983126532e-15,5.459279333950532e-15,3.5383587685873402e-15,4.821007127752392e-15,4.4600224857417775e-15,2.6479680951577476e-15,1.9580156460214867e-15,3.4162191932727124e-15,5.652493445984286e-15,-1.162961979225482e-15,3.0633706678493875e-15,4.204012363099232e-15,1.2084676550034666e-15,6.940172116404844e-15,3.22486926329394e-15,1.6943753060216403e-15,6.880484467874562e-15,1.0000000000000033,-1.6586760359606475e-16,8.505625755408741e-15,1.596357523494983e-16,9.598839095454854e-16,1.6877639849708842e-15,4.121246192589316e-15,-2.137050185668089e-15,2.3288401802705794e-15,-1.838280902592648e-15,1.155336149766538e-14,5.02387487645848e-15,2.740381644079431e-15,3.8628102698208245e-15,5.605756193103262e-15,5.598832821192227e-15,8.785145546673332e-15,1.1549637853925278e-15,3.9659305785923306e-15,6.143866292261716e-16,1.0551268135486561e-14,3.8084171590755696e-15,3.6725836805495966e-15,4.832569002696181e-15,4.995807693883897e-15,2.3056180773389782e-15,5.95557609325432e-15,4.884981308350689e-15,-8.881784197001252e-16
22,-1.563302959634846e-16,-2.1357276363638176e-15,-2.698961234870019e-15,-2.1496047875254553e-15,-1.956055082699903e-15,-4.2506794726005005e-15,-2.9779172258427257e-15,-4.9964831924871014e-15,-1.4924575106017224e-15,1.976409556193217e-16,-1.5030459208159149e-15,-1.6891269791807913e-15,-1.1502231094754416e-15,1.7644008254661165e-15,-3.57882150705229e-15,-2.4203173455746192e-15,1.3043738427492302e-15,-4.960338187555708e-15,-3.510051584631803e-15,-2.573840526305576e-15,-5.3386433829227436e-15,-1.4260152367305935e-15,1.0,-6.272380980800255e-15,-3.287934791715911e-15,-3.328952753873035e-15,-5.159108026815932e-16,-4.790502446221527e-15,-6.87102597828758e-16,-1.5275116504842144e-15,4.759239344491388e-16,-2.958875514364165e-15,-2.9600889470684644e-15,2.768868415396344e-15,-3.669833346620041e-15,-1.4095911289902686e-15,-3.585107998105846e-15,-4.918485785258395e-15,-4.57178549774593e-16,-4.643532198634961e-15,-2.4722777283727985e-15,-5.014334814439455e-15,3.986368726803937e-16,-2.8366390740511743e-15,-4.583764993066749e-15,-5.877554321003787e-15,-1.814931769110187e-15,-2.2282703938305604e-15,-4.796510411075872e-15,-1.609823385706477e-15
